ID_NACIN_STUDIJA,ZAP_ST,ID_VIS_ZAVOD_PRG,ID_PROGRAM_PRG,IME_PROGRAM
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,TRAF,MEDJEZIKOVNO POSREDOVANJE - SLOVENŠČINA-ANGLEŠČINA-FRANCOŠČINA UN
1,1,18,TRAI,MEDJEZIKOVNO POSREDOVANJE - SLOVENŠČINA-ANGLEŠČINA-ITALIJANŠČINA UN
1,1,18,QK00,PSIHOLOGIJA - ENOPREDMETNI UN
1,1,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QM00,SINOLOGIJA - ENOPREDMETNI UN
1,1,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,TT00,SOCIOLOGIJA KULTURE - ENOPREDMETNI UN
1,1,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,QO00,SLOVENISTIKA - ENOPREDMETNI UN
1,1,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,TU00,UMETNOSTNA ZGODOVINA - ENOPREDMETNI   UN
1,1,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,WW00,ZAHODNOSLOVANSKI ŠTUDIJI - ENOPREDMETNI UN
1,1,18,QU00,ZGODOVINA - ENOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,ZX00,BOHEMISTIKA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,Q400,"GRŠKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,1,18,YM00,ETNOLOGIJA IN KULTURNA ANTROPOLOGIJA -  DVOPREDMETNI UN
1,2,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q500,ITALIJANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q500,ITALIJANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,1,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QB00,MUZIKOLOGIJA - ENOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,1,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,2,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QE00,PEDAGOGIKA IN ANDRAGOGIKA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q000,FILOZOFIJA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,Q400,"GRŠKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QI00,PRIMERJALNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QH00,PRIMERJALNA KNJIŽEVNOST IN LITERARNA TEORIJA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QF00,POLONISTIKA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QL00,RUSISTIKA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QR00,SOCIOLOGIJA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QS00,SPLOŠNO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QP00,SLOVENISTIKA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QN00,SLOVAKISTIKA - DVOPREDMETNI UN
1,1,18,Q100,FRANCISTIKA Z ROMANISTIKO - ENOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QQ00,ŠPANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QT00,UMETNOSTNA ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QJ00,PRIMERJALNO SLOVANSKO JEZIKOSLOVJE - DVOPREDMETNI UN
1,1,18,Q200,FRANCISTIKA - DVOPREDMETNI UN
1,2,18,QV00,ZGODOVINA - DVOPREDMETNI UN
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,Q400,"GRŠKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,Q500,ITALIJANSKI JEZIK IN KNJIŽEVNOST - DVOPREDMETNI UN
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,Q700,JAPONOLOGIJA - DVOPREDMETNI UN
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,Q800,JUŽNOSLOVANSKI ŠTUDIJI - DVOPREDMETNI UN
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,Q900,KULTURE VZHODNE AZIJE - DVOPREDMETNI UN
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,QA00,"LATINSKI JEZIK, KNJIŽEVNOST IN KULTURA - DVOPREDMETNI UN"
1,1,18,Q300,GEOGRAFIJA - DVOPREDMETNI UN
1,2,18,QC00,NEMCISTIKA - DVOPREDMETNI UN
